First process instance # in stats,1
Last process instance # in stats,500

Resource utilization
Resource,Utilization %
13333,17601,29
17602,21870,27
21871,26139,10
26140,30408,27
30409,34677,18
34678,38946,20
38947,43215,26
43216,47484,121
47485,51753,205
51754,56022,17

Process Waiting Time (s) distribution
From,To,Count
4563,8764,30
8765,12966,30
12967,17168,10
17169,21370,29
21371,25572,16
25573,29774,18
29775,33976,36
33977,38178,140
38179,42380,176
42381,46582,15

Accumulated Process Duration (s) distribution
From,To,Count
13333,17601,29
17602,21870,27
21871,26139,10
26140,30408,27
30409,34677,18
34678,38946,20
38947,43215,26
43216,47484,121
47485,51753,205
51754,56022,17

Process Cost distribution
From,To,Count
68,72,60
73,77,237
78,82,123
83,87,7
88,92,0
93,97,14
98,102,42
103,107,15
108,112,2
113,117,0

In-timetable Cycle time (s) distribution
From,To,Count
13333,17601,29
17602,21870,27
21871,26139,10
26140,30408,27
30409,34677,18
34678,38946,20
38947,43215,26
43216,47484,121
47485,51753,205
51754,56022,17



Details
Instance #,Cycle time (s),Cycle time in time table only (s),Waiting time (s),Cost
1,18526.357,18526.357,8907.166000127792,79.31270277777779
2,30507.985,30507.985,20881.27499961853,79.37536111111112
3,45770.74,45770.74,37226.5680000782,70.35421111111111
4,51508.135,51508.135,42300.669999837875,75.88165277777777
5,55627.948,55627.948,46578.76400017738,74.56264444444444
6,55569.651,55569.651,45633.59999990463,81.95320277777776
7,56016.961,56016.961,46582.042999982834,77.77709444444444
8,54421.426,54421.426,45435.388999938965,74.03641944444445
9,52835.239,52835.239,42863.72800040245,82.24870277777778
10,15300.495,15300.495,5675.387000083923,79.36201111111112
11,37654.374,37654.374,28424.982999801636,76.06436944444445
12,50300.585,50300.585,37121.54200005531,103.97813611111111
13,48503.753,48503.753,39227.59599995613,76.45408611111111
14,51915.546,51915.546,41828.445999622345,83.21194444444444
15,51710.151,51710.151,42576.10400032997,75.2698361111111
16,49840.123,49840.123,40742.6320002079,74.96520277777778
17,47991.029,47991.029,38693.33699989319,76.63354444444445
18,19887.172,19887.172,10495.800999879837,77.41420277777777
19,29834.234,29834.234,20112.81900024414,80.16456944444445
20,42640.571,42640.571,33835.1819999218,72.53101944444444
21,46505.548,46505.548,36997.539999723434,78.38617777777777
22,48528.008,48528.008,39252.96899962425,76.44476944444445
23,50804.425,50804.425,41478.85500025749,76.86586111111112
24,48831.034,48831.034,39486.32400012016,77.02536111111112
25,46745.788,46745.788,37736.50200009346,74.2301611111111
26,20265.285,20265.285,11328.22400021553,73.62828611111111
27,31028.651,31028.651,21759.166999578476,76.39847777777777
28,45555.306,45555.306,35452.14999985695,83.34574444444445
29,48562.533,48562.533,39057.92100024223,78.35787777777777
30,49010.563,49010.563,39719.94100022316,76.57462777777778
31,50913.515,50913.515,40929.43300008774,82.3534611111111
32,48950.618,48950.618,36601.37900018692,97.06310277777777
33,47116.833,47116.833,38203.25599980354,73.4325861111111
34,20598.971,20598.971,11003.685000181198,79.11349444444446
35,31342.285,31342.285,22041.264999866486,76.66127777777777
36,46711.448,46711.448,36831.475999593735,81.48587777777777
37,48179.986,48179.986,39027.74300003052,75.42146944444444
38,52123.208,52123.208,42186.80399990082,81.95614444444445
39,50081.491,50081.491,41076.269000053406,74.19629444444445
40,50066.316,50066.316,40638.932000398636,77.7143111111111
41,48210.899,48210.899,35062.53099989891,103.7225111111111
42,20242.283,20242.283,10492.175999641418,80.40366944444443
43,31400.837,31400.837,21465.515000343323,81.94712777777778
44,42373.647,42373.647,33047.41000008583,76.87141944444444
45,51914.408,51914.408,43043.41299986839,73.07773611111111
46,52138.131,52138.131,42548.890000104904,79.06311944444445
47,51659.183,51659.183,42470.53000020981,75.72488611111112
48,49854.705,49854.705,40128.117000103,80.20767777777777
49,47894.896,47894.896,38752.14299964905,75.3423861111111
50,30796.522,30796.522,17269.46999979019,106.87821111111111
51,25171.672,25171.672,16043.364000082016,75.22201111111112
52,40170.858,40170.858,30685.040999889374,78.20125277777778
53,48930.111,48930.111,35934.12199997902,102.45268611111112
54,50495.01,50495.01,41313.33500003815,75.6667361111111
55,50601.438,50601.438,37941.46799993515,99.65252777777779
56,48830.791,48830.791,39405.05200004578,77.70060277777777
57,46834.482,46834.482,37969.550000190735,73.02721111111111
58,20117.073,20117.073,10076.082999944687,82.82769444444445
59,30449.436,30449.436,21602.921000242233,72.87373611111111
60,44107.268,44107.268,31457.57000017166,99.56692777777778
61,48936.41,48936.41,39930.019000053406,74.2060361111111
62,49320.763,49320.763,36280.25499987602,102.82367777777776
63,47770.804,47770.804,38750.396000146866,74.32284444444444
64,47763.353,47763.353,38434.87799978256,76.89006944444444
65,46244.236,46244.236,33497.98499965668,100.37153611111111
66,14462.12,14462.12,5324.739000082016,75.29761944444444
67,38776.949,38776.949,26234.430999994278,98.6737611111111
68,38396.82,38396.82,29570.37499976158,72.70648611111112
69,45609.705,45609.705,36054.826999902725,78.77676111111111
70,47782.431,47782.431,38678.52799987793,75.01863611111112
71,47901.496,47901.496,34888.17699980736,102.59710277777778
72,47628.442,47628.442,38689.93299984932,73.64035277777778
73,45916.299,45916.299,32981.95300030708,101.93899444444446
74,19879.825,19879.825,10306.077000379562,78.93401111111112
75,30683.151,30683.151,22018.689999580383,71.35661944444445
76,49194.244,49194.244,36460.88400006294,100.26411111111109
77,49605.346,49605.346,39513.99199986458,83.24739444444444
78,51241.975,51241.975,41441.57099986076,80.82281111111111
79,50869.645,50869.645,42218.76200008392,71.24346944444444
80,49119.096,49119.096,39667.15499997139,77.91895277777778
81,47612.791,47612.791,37731.15100002289,81.49977777777778
82,20275.931,20275.931,10991.857000112534,76.5200611111111
83,30749.53,30749.53,21315.350999832153,77.77093611111113
84,45433.191,45433.191,36788.90299987793,71.18851111111111
85,49274.184,49274.184,39839.97199988365,77.77121111111111
86,51276.627,51276.627,41971.06900024414,76.69909444444444
87,51002.863,51002.863,41457.16900014877,78.70022777777777
88,48941.738,48941.738,39651.33899974823,76.57276944444445
89,46923.91,46923.91,37303.40400004387,79.32366111111111
90,14554.297,14554.297,5338.34500002861,75.95237777777778
91,42783.409,42783.409,29492.72199988365,104.90850277777778
92,37106.063,37106.063,28541.612999916077,70.52319444444444
93,50616.21,50616.21,40891.96500015259,80.18815277777777
94,48876.405,48876.405,39781.25299978256,74.94571111111112
95,50517.464,50517.464,41557.91100001335,73.81571944444444
96,48807.71,48807.71,39252.19000029564,78.7821111111111
97,46966.829,46966.829,37470.55899977684,78.28836111111112
98,20053.421,20053.421,10988.75400018692,74.69166944444444
99,31085.675,31085.675,21599.232000112534,78.20646944444444
100,45026.333,45026.333,35238.55899977684,80.71756111111111
101,46486.822,46486.822,37682.632999658585,72.52101944444445
102,50327.749,50327.749,41483.200000047684,72.85735277777779
103,48762.677,48762.677,39278.65900015831,78.18626111111111
104,48940.235,48940.235,39526.68200016022,77.59905277777779
105,47316.538,47316.538,33650.19299983978,108.03898611111111
106,14917.98,14917.98,5571.959000110626,77.03628611111111
107,38480.158,38480.158,29152.22099995613,76.88558611111111
108,45851.214,45851.214,36123.885999917984,80.21384444444445
109,47980.459,47980.459,38922.28200006485,74.63758611111112
110,49527.601,49527.601,40512.05200004578,74.28235277777779
111,51636.792,51636.792,41907.50900006294,80.23013611111111
112,49561.124,49561.124,40345.125,75.95276944444444
113,47474.729,47474.729,38085.29400014877,77.39806944444445
114,15810.256,15810.256,6732.138000011444,74.80376111111111
115,26351.756,26351.756,17205.30999994278,75.3731611111111
116,44080.712,44080.712,35015.62000012398,74.6952111111111
117,44279.024,44279.024,35069.476999759674,75.89900277777778
118,49555.658,49555.658,37357.138000011444,95.80711111111111
119,47504.405,47504.405,38220.349999666214,76.51990277777777
120,47425.613,47425.613,38348.13500022888,74.79842777777777
121,45547.938,45547.938,32224.25600004196,105.18346111111111
122,19602.422,19602.422,10109.996000051498,78.25632777777778
123,26953.512,26953.512,17906.916000127792,74.54107777777779
124,41149.114,41149.114,31927.150000095367,76.00247777777778
125,48619.44,48619.44,39347.9350001812,76.41531944444444
126,50271.476,50271.476,40993.19000029564,76.47182777777778
127,50644.832,50644.832,41556.14899992943,74.89180277777778
128,48847.778,48847.778,38925.61199975014,81.83749444444445
129,47188.002,47188.002,37686.62599992752,78.3309111111111
130,15678.464,15678.464,6900.222000360489,72.30479444444444
131,26502.993,26502.993,16790.047999858856,80.09398611111111
132,41196.516,41196.516,32061.46399974823,75.27821111111112
133,43375.119,43375.119,33823.94799995422,78.74586944444444
134,46726.545,46726.545,38064.05200004578,71.34021944444444
135,48688.634,48688.634,36430.89699983597,96.30058611111112
136,46898.882,46898.882,34479.736000061035,97.64566111111111
137,45251.054,45251.054,35681.78600025177,78.89667777777778
138,24060.36,24060.36,11294.41000032425,100.53569444444445
139,25581.066,25581.066,16077.604999780655,78.34828611111112
140,48314.453,48314.453,35942.96299958229,97.24852777777778
141,48050.821,48050.821,39082.99799990654,73.8846361111111
142,47752.859,47752.859,38776.114000082016,73.95898611111112
143,51216.134,51216.134,38789.794999837875,97.70560277777777
144,46033.236,46033.236,35938.26200032234,83.27756111111111
145,45534.721,45534.721,37146.055000305176,69.05832777777779
146,14756.829,14756.829,5676.4729998111725,74.82241111111111
147,36163.267,36163.267,26965.10600042343,75.80411944444445
148,43334.611,43334.611,33548.61299967766,80.7027611111111
149,46756.898,46756.898,37239.861999988556,78.46141111111112
150,50767.177,50767.177,41689.78700017929,74.79769444444445
151,50854.144,50854.144,38093.91100001335,100.48805277777778
152,49351.604,49351.604,39702.21699976921,79.56433611111112
153,47761.355,47761.355,38133.56100034714,79.38439444444444
154,13801.361,13801.361,5294.355000257492,70.04449444444444
155,37788.772,37788.772,28301.948999881744,78.20963611111111
156,38235.851,38235.851,29091.265999794006,75.35765277777779
157,50816.868,50816.868,37073.34500026703,108.6821361111111
158,51008.957,51008.957,37764.421000003815,104.52391111111112
159,51293.664,51293.664,41530.6829996109,80.51095277777779
160,49538.12,49538.12,40407.82600021362,75.23856111111112
161,47449.052,47449.052,38484.74800014496,73.8553111111111
162,16723.733,16723.733,7103.061000108719,79.32504444444444
163,31508.245,31508.245,22080.740999937057,77.7153111111111
164,46307.121,46307.121,37311.761999845505,74.11410277777777
165,51612.311,51612.311,41825.25699996948,80.71156111111112
166,51497.101,51497.101,41609.9350001812,81.54582777777779
167,51126.605,51126.605,41295.34800004959,81.07991944444444
168,49233.432,49233.432,40690.61900019646,70.34288611111111
169,47219.906,47219.906,38456.824999809265,72.17845277777779
170,20632.415,20632.415,10356.101000070572,84.78872777777778
171,31187.591,31187.591,21825.30899977684,77.17179444444444
172,44992.216,44992.216,35804.426000118256,75.71769444444445
173,48002.592,48002.592,38924.113000154495,74.80676944444444
174,49611.664,49611.664,41091.8710000515,70.15105277777778
175,49750.404,49750.404,40135.671000003815,79.27555277777778
176,48163.427,48163.427,38950.61999988556,75.92616944444444
177,46621.617,46621.617,37617.19800019264,74.1896027777778
178,13904.55,13904.55,5248.158999919891,71.28936944444445
179,28871.502,28871.502,19853.65700030327,74.3014861111111
180,43160.374,43160.374,34017.38000011444,75.34439444444445
181,43091.462,43091.462,34072.735000133514,74.30883611111112
182,46813.047,46813.047,38107.11899995804,71.70217777777779
183,48534.299,48534.299,39218.24500012398,76.7865611111111
184,48489.685,48489.685,35412.83599996567,103.12651944444444
185,42843.579,42843.579,33953.68199944496,73.23525277777777
186,18104.015,18104.015,8870.934000015259,76.09511944444444
187,29571.539,29571.539,19572.385000228882,82.47906111111112
188,49656.473,49656.473,36859.77800011635,100.79190277777779
189,49780.239,49780.239,40187.27299976349,79.0941611111111
190,51316.773,51316.773,42072.382999897,76.18936111111111
191,51559.845,51559.845,42003.09000015259,78.79240277777778
192,49496.935,49496.935,40546.25300002098,73.74179444444444
193,47400.165,47400.165,38138.72300004959,76.33146111111112
194,15139.392,15139.392,5649.898999929428,78.23188611111112
195,36582.815,36582.815,26614.303000211716,82.2237111111111
196,51227.358,51227.358,38259.885999679565,102.21504444444444
197,45820.041,45820.041,36938.54100012779,73.16527777777779
198,51321.337,51321.337,41828.007999897,78.26385277777779
199,51289.973,51289.973,42406.26600027084,73.18366944444443
200,49235.244,49235.244,40214.47099995613,74.3258861111111
201,47378.857,47378.857,37769.78599977493,79.22836944444444
202,19250.334,19250.334,9927.291999816895,76.84479444444445
203,30151.121,30151.121,21105.290999889374,74.53469444444444
204,42769.765,42769.765,33112.53200006485,79.62971944444445
205,46058.172,46058.172,37109.96900010109,73.72113611111112
206,47506.232,47506.232,38260.00400018692,76.20467777777779
207,47476.574,47476.574,38351.29200005531,75.19679444444445
208,47334.348,47334.348,38137.741000175476,75.79116944444445
209,45626.079,45626.079,33307.424999952316,96.80822777777779
210,13699.828,13699.828,5295.186000108719,69.19146111111111
211,30071.697,30071.697,20457.24799990654,79.2731861111111
212,44572.089,44572.089,35385.96200013161,75.70383611111112
213,46245.223,46245.223,36949.00299978256,76.62127777777778
214,47558.07,47558.07,38179.700999736786,77.30585277777777
215,49627.023,49627.023,40671.18499994278,73.78476111111111
216,47724.067,47724.067,38415.703000068665,76.72247777777778
217,45733.37,45733.37,36809.00900030136,73.52245277777777
218,17925.447,17925.447,8800.769000291824,75.1917611111111
219,29302.576,29302.576,20282.377999782562,74.32109444444444
220,42458.716,42458.716,32732.537999868393,80.20426111111111
221,49361.263,49361.263,36474.34499979019,101.54376111111112
222,49069.267,49069.267,36683.40400004387,97.36830277777779
223,48987.667,48987.667,39889.455000162125,74.97121111111112
224,47345.106,47345.106,38315.55400013924,74.39904444444444
225,45356.273,45356.273,36436.59899997711,73.48339444444444
226,30374.111,30374.111,17427.086000204086,102.04465277777777
227,21737.026,21737.026,12313.034999847412,77.68603611111112
228,40168.664,40168.664,30234.83999991417,81.93464444444444
229,52806.571,52806.571,40389.30899977684,97.6299611111111
230,47541.955,47541.955,37663.13499999046,81.47627777777778
231,51060.742,51060.742,41983.38900017738,74.79738611111111
232,49493.482,49493.482,36508.584000349045,102.36026111111111
233,47568.094,47568.094,38228.173000097275,76.98545277777777
234,19828.915,19828.915,10070.283999919891,80.47470277777778
235,28757.584,28757.584,19654.82200026512,75.00912777777778
236,41447.965,41447.965,32700.147000074387,72.05126111111112
237,48466.668,48466.668,39351.35199999809,75.11374444444445
238,50647.124,50647.124,40445.62899971008,84.16523611111111
239,50694.997,50694.997,41411.63999962807,76.51408611111111
240,49104.022,49104.022,39934.2530002594,75.56751944444444
241,47140.962,47140.962,37744.148000240326,77.45956111111111
242,14369.653,14369.653,5166.65499997139,75.84442777777778
243,38111.985,38111.985,29251.65299987793,72.98887777777777
244,39595.436,39595.436,30370.017000198364,76.03126944444445
245,47049.024,47049.024,37320.00299978256,80.22795277777779
246,48434.043,48434.043,39009.43700003624,77.69116111111111
247,48109.947,48109.947,38799.99800014496,76.73568611111111
248,48199.592,48199.592,39269.09499979019,73.57358611111111
249,46351.526,46351.526,33747.82200026512,99.18364444444445
250,13333.591,13333.591,5005.71799993515,68.55171944444444
251,28756.833,28756.833,19817.297000169754,73.6489111111111
252,43512.287,43512.287,34153.34700012207,77.14394444444444
253,45892.997,45892.997,36393.203000068665,78.31772777777778
254,48983.289,48983.289,36156.01699948311,101.04671111111111
255,47331.352,47331.352,38237.413999795914,74.93559444444445
256,47258.552,47258.552,37795.11200046539,78.01477777777778
257,45350.263,45350.263,32975.792999982834,97.27336111111111
258,19327.496,19327.496,9965.99900007248,77.16525277777778
259,26421.49,26421.49,17492.255999803543,73.56306111111111
260,39342.026,39342.026,29777.50200009346,78.85714444444446
261,50409.515,50409.515,37634.799999952316,100.60873611111113
262,50952.103,50952.103,41268.519000291824,79.84931111111112
263,50805.949,50805.949,40883.168999910355,81.84261111111111
264,48817.481,48817.481,39492.664999723434,76.85957777777779
265,46928.118,46928.118,38326.15000009537,70.83584444444445
266,13450.315,13450.315,5099.893999814987,68.73961944444444
267,29250.005,29250.005,20619.551000356674,71.07322777777777
268,41166.203,41166.203,32142.49199986458,74.35036944444445
269,48176.076,48176.076,35427.206000089645,100.39336111111112
270,46097.906,46097.906,37497.68099975586,70.82131944444444
271,47331.969,47331.969,38099.61599993706,76.08905277777778
272,45735.85,45735.85,36651.71300029755,74.85391944444444
273,43931.159,43931.159,34735.171000003815,75.78601111111111
274,25011.363,25011.363,12657.0609998703,97.10529444444445
275,36922.184,36922.184,23591.476999998093,105.24200277777777
276,35406.622,35406.622,25692.684000253677,80.10226111111112
277,46296.138,46296.138,37449.20899987221,72.87718611111111
278,50295.479,50295.479,41414.05400013924,73.16465277777777
279,50542.899,50542.899,41179.39299988747,77.18199444444443
280,48918.286,48918.286,39188.9889998436,80.23025277777776
281,47278.876,47278.876,37690.10400009155,79.05921111111111
282,24650.918,24650.918,11929.972999811172,100.16065277777778
283,25964.07,25964.07,16886.5680000782,74.79862777777778
284,35013.165,35013.165,26098.104000091553,73.44495277777779
285,45937.533,45937.533,36830.993000268936,75.0406111111111
286,49804.301,49804.301,40777.456000089645,74.37648611111112
287,47779.955,47779.955,38417.258999824524,77.17524444444444
288,47651.947,47651.947,38134.42999982834,78.46541944444444
289,45922.52,45922.52,32892.105999946594,102.73956111111113
290,18706.396,18706.396,8795.331999778748,81.74497777777778
291,36262.409,36262.409,23562.457000017166,99.98571111111112
292,45285.641,45285.641,32677.172999858856,99.22334444444445
293,47560.542,47560.542,37726.329000234604,81.10455277777777
294,51058.945,51058.945,41898.11299991608,75.49304444444444
295,51129.631,51129.631,42111.35000014305,74.30511944444444
296,49035.759,49035.759,39907.75600004196,75.21946944444444
297,46981.813,46981.813,37525.81299996376,77.95277777777778
298,24744.213,24744.213,11680.778000116348,103.01473611111112
299,27086.925,27086.925,17417.777000188828,79.7290111111111
300,37016.704,37016.704,27894.420999765396,75.17180277777777
301,50340.012,50340.012,41199.111000061035,75.32695277777778
302,52613.904,52613.904,42990.93399977684,79.34419444444445
303,52860.058,52860.058,43342.265000104904,78.46771944444446
304,50930.271,50930.271,40937.333000183105,82.42726111111111
305,48970.233,48970.233,39199.46799993515,80.57581944444445
306,13951.21,13951.21,5399.976000070572,70.4130611111111
307,29242.118,29242.118,20297.2469997406,73.69336944444444
308,43202.513,43202.513,34268.328999996185,73.60431111111112
309,44861.788,44861.788,36037.00200009346,72.69266111111112
310,48485.379,48485.379,35400.152000427246,103.19633611111111
311,48515.757,48515.757,39267.075000047684,76.22512777777779
312,46618.245,46618.245,37403.45199966431,75.94271944444444
313,45024.069,45024.069,35868.77699995041,75.44687777777777
314,14862.586,14862.586,5819.3730001449585,74.51288611111111
315,38393.854,38393.854,28813.978000164032,78.98507777777778
316,45586.402,45586.402,36408.92799973488,75.63172777777778
317,47547.049,47547.049,37835.31900000572,80.0838611111111
318,51283.86,51283.86,41293.545000076294,82.40540277777777
319,49404.303,49404.303,40137.424999952316,76.37676111111111
320,49379.491,49379.491,40379.96099996567,74.14886111111112
321,47786.332,47786.332,34834.015999794006,102.08874444444444
322,20350.076,20350.076,10958.843000173569,77.41305277777778
323,30787.028,30787.028,21014.40199995041,80.59132777777779
324,45622.114,45622.114,36139.73599982262,78.17259444444446
325,48747.313,48747.313,39138.701999902725,79.22453611111112
326,49912.392,49912.392,41018.75099992752,73.26645277777777
327,49603.242,49603.242,40448.643000125885,75.44110277777777
328,47561.471,47561.471,39277.2610001564,68.18786111111112
329,45586.973,45586.973,36952.298000097275,71.10840277777778
330,14457.328,14457.328,4988.5199999809265,78.0595111111111
331,36476.112,36476.112,27821.849999904633,71.27162777777778
332,40045.869,40045.869,30807.914999961853,76.13572777777777
333,49632.291,49632.291,36499.485000133514,103.59282777777779
334,47789.004,47789.004,38874.41700005531,73.44100277777778
335,49528.082,49528.082,37043.16000008583,98.19379444444445
336,47478.02,47478.02,38020.84700012207,77.96255277777777
337,45572.208,45572.208,36815.511999607086,72.12524444444445
338,13965.248,13965.248,4563.6900000572205,77.49909444444444
339,38621.304,38621.304,25876.350999832153,100.36071944444446
340,40149.208,40149.208,30850.959000110626,76.63818611111111
341,50821.335,50821.335,37730.168999910355,103.24582777777778
342,49080.176,49080.176,39428.765000104904,79.58120277777778
343,51380.224,51380.224,42069.86599993706,76.73909444444445
344,49674.092,49674.092,40283.88500022888,77.40450277777778
345,47645.867,47645.867,38352.90199971199,76.59415277777778
346,29920.482,29920.482,15969.697000026703,110.40931944444445
347,28028.85,28028.85,18664.393000125885,77.18991944444444
348,45559.92,45559.92,32398.431000232697,103.83185277777778
349,46819.439,46819.439,37617.21099972725,75.83801111111111
350,50309.004,50309.004,41765.25900030136,70.35065277777778
351,50273.869,50273.869,41456.8079996109,72.62828611111111
352,48197.861,48197.861,39677.89399957657,70.15250277777778
353,46613.017,46613.017,36724.73200035095,81.55515277777778
354,29924.425,29924.425,16458.78300023079,106.36646111111111
355,28131.227,28131.227,18480.486999750137,79.5756111111111
356,40720.164,40720.164,30975.713000297546,80.35653611111111
357,49495.625,49495.625,40375.24299955368,75.15596111111111
358,51043.462,51043.462,42174.458000183105,73.06114444444444
359,51201.784,51201.784,42245.98100042343,73.78446944444444
360,49280.048,49280.048,39800.86599969864,78.14596111111112
361,47497.755,47497.755,38050.20399975777,77.88236944444445
362,20846.483,20846.483,11085.24599981308,80.49641944444444
363,32110.823,32110.823,22271.547999858856,81.14673611111111
364,44514.736,44514.736,34916.456000089645,79.13844444444445
365,51886.082,51886.082,39174.84800004959,100.07972777777778
366,51970.784,51970.784,42160.43899989128,80.90565277777777
367,51848.26,51848.26,42482.861000061035,77.19776944444445
368,50213.112,50213.112,40949.18900036812,76.35213611111112
369,48179.188,48179.188,39114.69299983978,74.6902361111111
370,14436.32,14436.32,5360.0,74.78877777777778
371,30914.544,30914.544,22163.120000123978,72.08131111111112
372,44318.569,44318.569,34790.710000276566,78.55160277777777
373,45459.243,45459.243,36551.11299967766,73.38719444444445
374,46628.347,46628.347,37443.96000003815,75.68933611111112
375,47989.164,47989.164,39680.06599974632,68.39526111111111
376,45926.149,45926.149,36769.90999960899,75.45476944444445
377,44025.783,44025.783,35578.457000255585,69.54716111111111
378,16045.38,16045.38,7013.417000293732,74.41913611111111
379,25235.089,25235.089,15878.605999946594,77.12346944444444
380,44563.995,44563.995,31994.826000213623,98.89585277777778
381,49355.599,49355.599,39791.8639998436,78.85056944444443
382,50939.732,50939.732,38625.52600002289,96.77116111111111
383,43971.544,43971.544,34495.071999788284,78.12337777777778
384,47206.012,47206.012,34651.766000032425,98.77149444444444
385,45450.544,45450.544,36431.27399992943,74.31336111111112
386,14339.887,14339.887,5492.446000099182,72.88145277777778
387,32501.059,32501.059,23342.597999811172,75.47328611111111
388,45256.33,45256.33,35865.21899986267,77.41203611111112
389,47341.544,47341.544,37851.43099999428,78.23705277777778
390,48995.862,48995.862,39375.15599989891,79.32532777777777
391,48584.189,48584.189,38865.72400021553,80.13998611111111
392,48760.184,48760.184,39757.12300014496,74.1782861111111
393,46709.958,46709.958,34294.357999801636,97.61611111111111
394,31076.839,31076.839,17479.703999757767,107.46223611111111
395,20122.82,20122.82,11270.547000169754,72.92171944444445
396,44478.751,44478.751,35283.03499984741,75.78374444444444
